
--- LR(1) PARSER TABLES (Canonical Closure) ---

State | T0   | T0   | T11  | T13  | T14  | T15  | T27  | T28  | T29  | T35  | T37  | T38  | T39  | T40  | T41  | T54  | T55  | T25  | T7   | T8   | T9   | T10  | T16  | T18  | T46  | T49  | T50  | T51  | T52  | T53  | T44  | T20  | T21  | T22  | T23  | T24  | T26  | T12  | T19  | T17  | T45  | T42  | T56  | T47  | T36  | T48  | T43  | NT2  | NT3  | NT4  | NT5  | NT6  | NT30 | NT31 | NT57 | NT59 | NT60 | NT61 | NT62 | NT63 | NT64 | NT65 | NT66 | NT67 | NT68 | NT69 | NT72 | NT76 | NT81 | NT82 | NT70 | NT71 | NT32 | NT33 | NT34 | NT73 | NT74 | NT75 | NT58 | NT78 | NT80 | NT79 | NT77 |
55    |      |      | r72  |      |      |      |      |      |      |      |      |      |      |      |      |      |      | r72  | r72  | r72  | r72  | r72  | r72  | r72  |      |      |      |      |      |      |      | r72  | r72  | r72  | r72  | r72  | r72  | r72  |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |
56    |      |      | r73  |      |      |      |      |      |      |      |      |      |      |      |      |      |      | r73  | r73  | r73  | r73  | r73  | r73  | r73  |      |      |      |      |      |      |      | r73  | r73  | r73  | r73  | r73  | r73  | r73  |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |
57    |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      | r53  |      |      |      |      |      |      |      |      |      |      |      |      |      | s84  | s85  | s86  | s87  | s88  | r53  | r53  |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      | 106  |      |      |      |      |      |      |      |      |      |      |
58    |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      | r51  |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      | s107 | r51  |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |
59    |      |      | s112 | s113 | s114 | s115 | s116 | s117 | s118 |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      | r42  |      |      |      |      |      |      |      |      |      |      | 108  | 109  | 110  | 111  | 119  | 120  |      |      |      |      |      |      |      |      |      |      |      |      |      | 123  | 124  | 125  |      |      |      | 121  | 122  |      |      |      |      |      |      |      |      |
60    |      |      | s130 | s131 | s132 | s133 | s134 | s135 | s136 |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      | 126  | 127  | 128  | 129  | 137  | 138  |      |      |      |      |      |      |      |      |      |      |      |      |      | 139  | 140  | 141  |      |      |      |      |      |      |      |      |      |      |      |      |      |
61    |      |      |      |      |      | s8   |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      | 142  |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |
62    |      |      | s76  | s6   | s7   | s77  | s9   | s10  | s11  |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      | 143  | 2    | 3    | 4    | 78   | 79   |      |      |      |      |      |      |      |      |      |      |      |      |      | 80   | 36   | 37   |      |      |      |      |      |      |      |      |      |      |      |      |      |
63    |      |      | s47  | s48  | s49  | s50  | s51  | s52  | s53  |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      | 144  | 44   | 45   | 46   | 54   | 55   |      |      |      |      |      |      |      |      |      |      |      |      |      | 56   | 57   | 58   |      |      |      |      |      |      |      |      |      |      |      |      |      |
64    |      |      | s47  | s48  | s49  | s50  | s51  | s52  | s53  |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      | 145  | 44   | 45   | 46   | 54   | 55   |      |      |      |      |      |      |      |      |      |      |      |      |      | 56   | 57   | 58   |      |      |      |      |      |      |      |      |      |      |      |      |      |
65    |      |      | s5   | s6   | s7   | s8   | s9   | s10  | s11  |      |      |      | s17  |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      | 1    | 2    | 3    | 4    | 12   | 13   |      |      |      |      | 146  |      |      |      |      | 31   |      | 33   |      | 35   | 36   | 37   |      |      |      |      |      |      |      |      |      |      |      |      |      |
66    |      |      |      |      |      | r32  |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      | r32  |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |
67    |      |      |      |      |      | r33  |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      | r33  |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |
68    |      |      |      |      |      | r34  |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      | r34  |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |
69    |      |      |      |      |      | r35  |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      | r35  |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |
70    |      |      |      |      |      | r36  |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      | r36  |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |
71    |      |      |      |      |      | s147 |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      | s148 |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      | 149  |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |
72    |      |      |      |      |      | r30  |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      | r30  |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |
73    |      |      | r75  |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |
74    |      |      | s150 |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |      |
